,gi,AccNum,Name,Topology,BaltimoreClass,Order,Family,Subfamily,Genera,Lineage
323,512721858,NC_021481.1,Barley yellow dwarf virus Ker-II,linear,4,,Luteoviridae,,Luteovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Luteovirus; unclassified Luteovirus."
324,9629246,NC_001786.1,Barmah Forest virus,linear,4,,Togaviridae,,Alphavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus."
325,156447515,NC_009741.1,Basella rugose mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
326,304422916,NC_014468.1,Bat adeno-associated virus YNM,linear,2,,Parvoviridae,Parvovirinae,Dependoparvovirus, Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; unclassified Dependovirus.
327,345462093,NC_015932.1,Bat adenovirus 2,linear,1,,Adenoviridae,,Mastadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Mastadenovirus; Bat mastadenovirus B."
328,378554412,NC_016895.1,Bat adenovirus TJM,linear,1,,Adenoviridae,,Mastadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Mastadenovirus; Bat mastadenovirus A."
329,498907917,NC_021206.1,Bat circovirus,circular,2,,Circoviridae,,Circovirus, Viruses; ssDNA viruses; Circoviridae; Circovirus; unclassified Circovirus.
330,169822550,NC_010437.1,Bat coronavirus 1A,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus; unclassified Alphacoronavirus."
331,169822542,NC_010436.1,Bat coronavirus 1B,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus; unclassified Alphacoronavirus."
332,304633675,NC_014470.1,Bat coronavirus BM48-31/BGR/2008,linear,4,Nidovirales,Coronaviridae,Coronavirinae,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; unclassified coronaviruses."
333,113882957,NC_008315.1,Bat coronavirus (BtCoV/133/2005),linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus; unclassified Betacoronavirus."
334,531967705,NC_022103.1,Bat coronavirus CDPHE15/USA/2006,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus; unclassified Alphacoronavirus."
335,160707867,NC_009988.1,Rhinolophus bat coronavirus HKU2,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus."
336,126030112,NC_009019.1,Tylonycteris bat coronavirus HKU4,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus."
337,126030122,NC_009020.1,Pipistrellus bat coronavirus HKU5,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus."
338,169822558,NC_010438.1,Miniopterus bat coronavirus HKU8,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus."
339,126030132,NC_009021.1,Rousettus bat coronavirus HKU9,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus."
340,472438220,NC_020881.1,Bat hepatitis virus,circular,7,,Hepadnaviridae,,, Viruses; Retro-transcribing viruses; Hepadnaviridae; unclassified Hepadnaviridae.
341,400354812,NC_018382.1,Bat hepevirus,linear,4,,Hepeviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Hepeviridae; unclassified Hepeviridae."
342,693764258,NC_025217.1,Bat Hp-betacoronavirus/Zhejiang2013,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus; unclassified Betacoronavirus."
343,313767999,NC_014765.1,Bathycoccus sp. RCC1105 virus BpV1,linear,1,,Phycodnaviridae,,Prasinovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus."
344,697424995,NC_025256.1,Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009,linear,5,Mononegavirales,Paramyxoviridae,,, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; unclassified Paramyxoviridae.
345,345461259,NC_015940.1,Bat picornavirus 1,linear,4,Picornavirales,Picornaviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae."
346,345461275,NC_015941.1,Bat picornavirus 2,linear,4,Picornavirales,Picornaviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae."
347,345461093,NC_015934.1,Bat picornavirus 3,linear,4,Picornavirales,Picornaviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae."
348,803431999,NC_026768.1,Bat polyomavirus 5a,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
349,803431994,NC_026767.1,Bat polyomavirus 5b,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
350,803657583,NC_026762.1,Bat polyomavirus 6a,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
351,803432009,NC_026770.1,Bat polyomavirus 6b,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
352,803432004,NC_026769.1,Bat polyomavirus 6c,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
353,803431989,NC_026766.1,Bat polyomavirus 6d,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
354,387935512,NC_017936.1,Bat sapovirus TLC58/HK,linear,4,,Caliciviridae,,Sapovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Sapovirus; unclassified Sapovirus."
355,338826915,NC_015721.1,Bdellovibrio phage phi1402,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
356,422936813,NC_019525.1,Bdellovibrio phage phi1422,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
357,12085135,NC_002643.1,Bdellovibrio phage phiMH2K,circular,2,,Microviridae,Gokushovirinae,Bdellomicrovirus, Viruses; ssDNA viruses; Microviridae; Gokushovirinae; Bdellomicrovirus.
358,9630729,NC_001944.1,Beak and feather disease virus,circular,2,,Circoviridae,,Circovirus, Viruses; ssDNA viruses; Circoviridae; Circovirus.
359,21553928,NC_004047.1,Bean common mosaic necrosis virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
360,18677787,NC_003397.1,Bean common mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
361,18314284,NC_003369.1,Bean leafroll virus,linear,4,,Luteoviridae,,Luteovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Luteovirus."
362,40806838,NC_003493.2,Bean yellow dwarf virus,linear,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
363,332290613,NC_015487.1,Bean yellow mosaic Mexico virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
364,19881394,NC_003492.1,Bean yellow mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
365,641406635,NC_024151.1,Beauveria bassiana victorivirus NZL/1980,linear,3,,Totiviridae,,Victorivirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus.
366,379765069,NC_016962.1,Bebaru virus,linear,4,,Togaviridae,,Alphavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus; SFV complex."
367,55831382,NC_006460.1,Beet black scorch virus satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; unclassified Single stranded RNA satellites.
368,50080143,NC_004452.3,Beet black scorch virus,linear,4,,Tombusviridae,,Betanecrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Betanecrovirus."
369,14010734,NC_002766.1,Beet chlorosis virus,linear,4,,Luteoviridae,,Polerovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus."
370,169303562,NC_010417.1,Beet curly top Iran virus,circular,2,,Geminiviridae,,Becurtovirus, Viruses; ssDNA viruses; Geminiviridae; Becurtovirus.
371,9626213,NC_001412.1,Beet curly top virus,circular,2,,Geminiviridae,,Curtovirus, Viruses; ssDNA viruses; Geminiviridae; Curtovirus.
372,19881389,NC_003491.1,Beet mild yellowing virus,linear,4,,Luteoviridae,,Polerovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus."
373,40254027,NC_005304.1,Beet mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
374,21557557,NC_004045.1,Beet western yellows ST9 associated virus,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
375,30248019,NC_004756.1,Beet western yellows virus,linear,4,,Luteoviridae,,Polerovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus."
376,9627404,NC_001598.1,Beet yellows virus,linear,4,,Closteroviridae,,Closterovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; Closterovirus."
377,62327464,NC_006957.1,Begomovirus-associated DNA-III,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; unclassified Single stranded DNA satellites.
378,62327451,NC_006956.1,Begomovirus-associated DNA-II,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; unclassified Single stranded DNA satellites.
379,89888070,NC_007803.1,Beilong virus,linear,5,Mononegavirales,Paramyxoviridae,Paramyxovirinae,, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; Paramyxovirinae.
380,342243406,NC_015781.2,Bell pepper endornavirus,linear,3,,Endornaviridae,,Endornavirus, Viruses; dsRNA viruses; Endornaviridae; Endornavirus.
381,151266411,NC_009642.1,Bell pepper mottle virus,linear,4,,Virgaviridae,,Tobamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus."
382,700074782,NC_025358.1,Berrimah virus,linear,5,Mononegavirales,Rhabdoviridae,,Ephemerovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus.
383,556333860,NC_022643.1,Betacoronavirus Erinaceus/VMC/DEU/2012,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus; unclassified Betacoronavirus."
384,744692653,NC_026011.1,Betacoronavirus HKU24,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus; unclassified Betacoronavirus."
385,296040251,NC_014143.1,Bettongia penicillata papillomavirus 1,circular,1,,Papillomaviridae,,Dyolambdapapillomavirus," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; Dyolambdapapillomavirus."
386,222822598,NC_012041.1,Bhendi yellow vein Bhubhaneswar virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
387,221186001,NC_011919.1,Bhendi yellow vein Delhi virus [2004:New Delhi],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
388,317160469,NC_014846.1,Bhendi yellow vein India betasatellite,circular,8,,,,, [India:Aurangabad:OY164:2006] Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
389,317160471,NC_014845.1,Bhendi yellow vein India virus [India:Dharwad OYDWR2:2006],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
390,817524645,NC_026947.1,Bhendi yellow vein mosaic alphasatellite,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites.
391,317160982,NC_014895.1,Bhendi yellow vein mosaic betasatellite,circular,8,,,,, [India:Coimbator:OYCO1:2005] Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
392,404184221,NC_018574.1,Bhendi yellow vein mosaic virus-associated alphasatellite,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites.
393,18702397,NC_003405.1,Bhendi yellow vein betasatellite,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
394,19073908,NC_003418.1,Bhendi yellow vein mosaic virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
395,564614857,NC_023014.1,Bidens mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus; unclassified Potyvirus."
396,301173441,NC_014325.1,Bidens mottle virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
397,83722647,NC_007655.1,Bitter gourd leaf curl betasatellite,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
398,9627180,NC_001538.1,BK polyomavirus,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus."
399,530547424,NC_022072.1,Blackberry vein banding associated virus,linear,4,,Closteroviridae,,Ampelovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; Ampelovirus; unclassified Ampelovirus."
400,338826797,NC_015706.1,Blackberry virus E,linear,4,Tymovirales,Alphaflexiviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; unclassified Alphaflexiviridae."
401,117413398,NC_008558.1,Blackberry virus Y,linear,4,,Potyviridae,,Brambyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Brambyvirus."
402,20889342,NC_003872.1,Blackcurrant reversion virus satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; unclassified Single stranded RNA satellites.
403,605039078,NC_023875.1,Black medic leafroll alphasatellite 1,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Babu- and nanovirus-associated alphasatellites; unclassified Babu- and nanovirus-associated alphasatellites.
404,20451021,NC_003784.1,Black queen cell virus,linear,4,Picornavirales,Dicistroviridae,,Cripavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Cripavirus."
405,157939583,NC_009890.1,Black raspberry virus F,linear,3,,Totiviridae,,Totivirus, Viruses; dsRNA viruses; Totiviridae; Totivirus.
406,338777097,NC_005041.2,Blattella germanica densovirus 1,linear,2,,Parvoviridae,Densovirinae,Ambidensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Ambidensovirus.
407,308814346,NC_014593.1,Blueberry latent virus,linear,3,,Amalgaviridae,,Amalgavirus, Viruses; dsRNA viruses; Amalgaviridae; Amalgavirus.
408,667699501,NC_024476.1,Blueberry mosaic associated virus,linear,5,,Ophioviridae,,Ophiovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Ophioviridae; Ophiovirus.
409,21263121,NC_003138.2,Blueberry red ringspot virus,circular,7,,Caulimoviridae,,Soymovirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Soymovirus.
410,19919919,NC_003499.1,Blueberry scorch virus,linear,4,Tymovirales,Betaflexiviridae,,Carlavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Carlavirus."
411,402783682,NC_018519.1,Blueberry virus A,linear,4,,Closteroviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; unclassified Closteroviridae."
412,402502237,NC_018506.1,Bluegill picornavirus,linear,4,Picornavirales,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; unclassified Picornavirales."
413,414090072,NC_019415.1,Blue squill virus A,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus; unclassified Potyvirus."
414,302317866,NC_014358.1,Bocavirus gorilla/GBoV1/2009,linear,2,,Parvoviridae,Parvovirinae,Bocaparvovirus, Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Bocaparvovirus.
415,701219447,NC_025411.1,Boiling Springs Lake RNA-DNA hybrid virus,circular,-1,,,,, Viruses; environmental samples.
416,697403851,NC_025251.1,Bokeloh bat lyssavirus,linear,5,Mononegavirales,Rhabdoviridae,,Lyssavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Lyssavirus.
417,237643549,NC_012672.1,Bombyx mandarina nucleopolyhedrovirus,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus."
418,57661615,NC_006630.1,Bombyx mori cypovirus 1 satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Double-stranded RNA satellites; unclassified Double-stranded satellite RNAs.
419,23334611,NC_004287.1,Bombyx mori densovirus 5,linear,2,,Parvoviridae,Densovirinae,Iteradensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Iteradensovirus.
420,334285101,NC_015524.1,Bombyx mori Macula-like virus,linear,4,Tymovirales,Tymoviridae,,Maculavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Maculavirus; unclassified Maculavirus."
421,9630816,NC_001962.1,Bombyx mori nucleopolyhedrovirus,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus."
422,20198945,NC_003679.1,Border disease virus,linear,4,,Flaviviridae,,Pestivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus."
423,45429984,NC_005809.1,Bordetella phage BIP-1,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Bpp-1-like viruses."
424,45429963,NC_005808.1,Bordetella phage BMP-1,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Bpp-1-like viruses."
425,41179361,NC_005357.1,Bordetella phage BPP-1,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
426,9627493,NC_001607.1,Borna disease virus,linear,5,Mononegavirales,Bornaviridae,,Bornavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Bornaviridae; Bornavirus.
427,694136531,NC_025214.1,Botryosphaeria dothidea victorivirus 1,linear,3,,Totiviridae,,Victorivirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus.
428,134141995,NC_009224.1,Botryotinia fuckeliana totivirus 1,linear,3,,Totiviridae,,Totivirus, Viruses; dsRNA viruses; Totiviridae; Totivirus.
429,209571591,NC_011372.1,Botrytis cinerea mitovirus 1,linear,4,,Narnaviridae,,Mitovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus."
430,746815424,NC_026139.1,Botrytis cinerea RNA virus 1,linear,3,,,,, Viruses; dsRNA viruses.
431,11125722,NC_002604.1,Botrytis virus F,linear,4,Tymovirales,Gammaflexiviridae,,Mycoflexivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Gammaflexiviridae; Mycoflexivirus."
432,37595815,NC_005132.1,Botrytis virus X,linear,4,Tymovirales,Alphaflexiviridae,,Botrexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Botrexvirus."
433,213496077,NC_011592.1,Bougainvillea chlorotic vein banding virus,circular,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
434,48696557,NC_005889.1,Bovine adeno-associated virus,circular,2,,Parvoviridae,Parvovirinae,Dependoparvovirus, Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus.
435,564619457,AC_000191.1,Bovine mastadenovirus A,linear,1,,Adenoviridae,,Mastadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Mastadenovirus."
436,9630091,NC_001876.1,Bovine mastadenovirus B,linear,1,,Adenoviridae,,Mastadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Mastadenovirus."
437,34303903,NC_002685.2,Bovine adenovirus D,linear,1,,Adenoviridae,,Atadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Atadenovirus."
438,440382961,NC_020074.1,Bovine adenovirus 6,linear,1,,Adenoviridae,,Atadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Atadenovirus."
439,589892872,NC_023632.1,Bovine astrovirus B170/HK,linear,4,,Astroviridae,,Mamastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus; unclassified Mamastrovirus."
440,589892868,NC_023631.1,Bovine astrovirus B18/HK,linear,4,,Astroviridae,,Mamastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus; unclassified Mamastrovirus."
441,589892864,NC_023630.1,Bovine astrovirus B76-2/HK,linear,4,,Astroviridae,,Mamastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus; unclassified Mamastrovirus."
442,589892860,NC_023629.1,Bovine astrovirus B76/HK,linear,4,,Astroviridae,,Mamastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus; unclassified Mamastrovirus."
443,667714408,NC_024498.1,Bovine astrovirus CH13,linear,4,,Astroviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; unclassified Astroviridae."
444,655454918,NC_024297.1,Bovine astrovirus,linear,4,,Astroviridae,,Mamastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus; unclassified Mamastrovirus."
445,15081544,NC_003045.1,Bovine coronavirus,linear,4,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus."
446,9629892,NC_001859.1,Enterovirus E,linear,4,Picornavirales,Picornaviridae,,Enterovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Enterovirus."
447,10086561,NC_002526.1,Bovine ephemeral fever virus,linear,5,Mononegavirales,Rhabdoviridae,,Ephemerovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus.
448,9629644,NC_001831.1,Bovine foamy virus,linear,7,,Retroviridae,Spumaretrovirinae,Spumavirus, Viruses; Retro-transcribing viruses; Retroviridae; Spumaretrovirinae; Spumavirus.
449,806981419,NC_026797.1,Bovine hepacivirus,linear,4,,Flaviviridae,,Hepacivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Hepacivirus; unclassified Hepacivirus."
450,9629818,NC_001847.1,Bovine herpesvirus 1,linear,1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus."
451,13095578,NC_002665.1,Bovine herpesvirus 4,linear,1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Rhadinovirus."
452,123318702,NC_005261.2,Bovine herpesvirus 5,linear,1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus."
453,655872084,NC_024303.1,Bovine herpesvirus 6,circular,1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus."
454,407868409,NC_018668.1,Bovine hungarovirus 1,linear,4,Picornavirales,Picornaviridae,,Hunnivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Hunnivirus."
455,9626219,NC_001413.1,Bovine immunodeficiency virus,linear,6,,Retroviridae,Orthoretrovirinae,Lentivirus, Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Lentivirus; Bovine lentivirus group.
